square_feet,bedrooms,bathrooms,garage_spaces,year_built,lot_size,distance_to_city_center,school_rating,crime_rate,walkability_score,public_transport_score,parking_score,garden_size,energy_efficiency,renovation_score,price
211.51894361501593,5.0,2.0,2.0,1986.0,5418.9401672955455,7.701716138635016,4.8403151044370265,0.8,58.67210817570553,86.63233572360807,69.88090581574541,1392.001389655374,90.43030785563728,50.30931899036064,655551.6361351397
1647.5255202153767,1.0,2.0,0.0,1976.0,2359.9549775585883,13.800279818448013,7.164879505869006,0.1,73.89214910474486,55.15058828603904,69.25926405903176,785.34888774137,68.3378885474261,57.76461818189429,646159.6224159535
730.8678494144077,2.0,3.0,1.0,2001.0,4531.726086101638,0.4335987767110101,3.5501643349739345,0.6238442690503463,100.0,65.31693250553329,85.34869458305818,765.2628070325239,60.68540492859486,100.0,730967.4188538723
1108.331988235559,4.0,4.0,2.0,1984.0,2848.5267031167773,16.745675525567147,9.116340187648204,0.34398677356458446,61.19450726298393,59.42003171593746,27.598255697596514,631.968173265743,69.20147073253273,61.37088710880231,749687.93319728
1113.3068186315354,6.0,2.0,0.0,1974.0,9309.857354766284,7.6434213942444105,8.436834846943281,0.32278194057094917,82.46814276559832,84.06880266277788,51.17954598667242,1123.0418076582043,64.33563922109535,63.69406689427751,736454.86114253
807.1909981221329,4.0,3.0,2.0,1987.0,7595.880387070265,3.9148021617161017,6.82570321532915,0.39510547967142107,65.1318705040976,72.30479733944037,84.02511278886738,1361.535162067789,48.29652643328511,82.92166482423708,735204.1261693209
958.4261693666448,4.0,2.0,-0.0,1989.0,4368.055229271373,8.806851425640886,4.955088198501297,0.28005662381644925,78.81888039845234,74.16453724307127,60.798815155596685,1399.7594245367984,64.33968944591174,46.09486401232714,680223.9139132447
1364.2233301845554,3.0,1.0,1.0,1978.0,3171.16719577558,10.309685107588253,6.550279272234359,0.5205428075003742,50.8650784684543,30.986062111597846,57.361365632911166,645.1748974115897,85.69255825916697,73.14598144320381,701039.1778173521
536.2013287104746,3.0,4.0,0.0,1967.0,6448.150101488608,13.893413728628948,7.930768153638351,0.1,69.2269646234535,70.34367700771057,62.39892698799387,571.8559381698599,79.58708517637004,100.0,668245.2529612086
907.266459443208,5.0,4.0,3.0,2007.0,6241.8667912279825,7.810889385691739,5.200284056729464,0.1,79.05248059960242,73.78668072360331,64.20157693949969,560.0803469495065,72.0147161624269,94.19062802272538,829101.3727079758
127.18604083592663,3.0,1.0,-0.0,2010.0,4355.517692328558,8.372728355474969,7.791609881460416,0.7757760390395432,58.16712719472957,69.85525373100928,68.46012671723324,1632.4579474861512,92.24536586070215,43.747834656946196,579565.8799051725
537.0236301028528,1.0,1.0,2.0,1968.0,4850.342913361604,11.723152523172555,6.546710752867382,0.4292300871595345,63.47034752440887,100.0,31.1661190501411,569.675434042635,78.31075987674005,82.35676437758444,564953.4450329699
529.1896183454062,4.0,2.0,2.0,1985.0,5394.626824580533,15.932077952588044,5.022255304728832,0.2564923883409313,58.33754337351404,79.7348300431612,48.98117667622079,829.8297585585484,54.13557605585931,85.47095230214036,617694.5660470393
861.3351579973978,6.0,1.0,0.0,1986.0,4416.377462168912,7.868212018972283,9.29689141839351,0.8,76.46158546232058,64.95292995747425,87.66219554294318,961.081401493599,75.97505816731372,38.73618382606686,635057.2004427017
807.2082813177743,3.0,4.0,2.0,1962.0,2683.9963869555363,4.989454476831126,5.69981248938269,0.3244241966047424,56.66709614084044,79.93475513551437,96.34702609304023,1492.1482225985228,94.18172796028009,100.0,714375.9714393325
1383.8709627638896,3.0,1.0,1.0,1975.0,5544.473450654776,15.426111318308157,7.0771103375686355,0.1,52.91013074523892,61.93868263926556,80.9613384941434,330.2553167356706,100.0,68.85459178355795,673202.3814679922
1063.2515590540531,1.0,1.0,1.0,1965.0,6978.57215278818,7.003891027345757,6.735835696922217,0.1,88.13358063405612,61.956616852112745,82.80306884714282,594.0133536358444,92.05821403402622,95.76261051658312,653289.4200578326
1515.5760588808705,6.0,2.0,0.0,1953.0,4568.425747343561,1.1730620648501304,10.0,0.16998187490977762,52.39976036618472,75.38361840510319,99.39568517574992,688.864888553002,59.91403968374753,46.444770840172836,764889.2273083456
831.3280724678983,4.0,2.0,2.0,1975.0,2810.0387637754343,16.529305430934063,8.948236936467396,0.5244837777851069,64.85138951778306,49.76859448591219,58.84449274962474,432.5129175503714,100.0,56.92801429636658,641659.5885200027
